Endpoint Name	Endpoint Type	Endpoint Status	Operating System	Agent Version	IP Address	IPv6 Address	User	Endpoint Alias	Last Seen	Content Version	Assigned Prevention Policy	Assigned Extensions Policy	Tags	Active Directory	Last Upgrade Status	Last Upgrade Status Time	Last Upgrade Failure Reason	Last Upgrade Source	Linux Operation Mode	IT Metrics Collection	Last Certificate Enforcement Fallback	Cluster Name	Cloud Provider	Cloud Region	Cloud Provider Account ID	Cloud Instance ID
FIN-0313-4-001	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.133		rtarf.mi.th\anchalee.ch		Oct 15th 2025 11:14:28	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['FIN-B4', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-4-003	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.137		rtarf.mi.th\yupaporn.k		Oct 15th 2025 11:15:55	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['FIN-B4', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-4-005	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.140		rtarf.mi.th\kirati.p		Oct 15th 2025 11:16:54	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['FIN-B4', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-4-006	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.141		rtarf.mi.th\rattana.ch		Oct 15th 2025 11:17:23	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-4-009	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.112.156				Oct 6th 2025 16:18:19	1970-23938	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['FIN-B4', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000/6320000000/computers	No Upgrade					Disabled			On Prem			
FIN-0313-4-010	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.157		rtarf.mi.th\ratsamee.h		Oct 15th 2025 11:18:13	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-4-011	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.112.185				Oct 14th 2025 15:57:42	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/6000000000/6320000000/computers	No Upgrade					Disabled			On Prem			
FIN-0313-4-012	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.191		rtarf.mi.th\sirikarn.ch		Oct 15th 2025 11:15:53	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-4-014	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.194		rtarf.mi.th\warason.t		Oct 15th 2025 11:14:11	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-4-016	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.212		rtarf.mi.th\vasita.b		Oct 15th 2025 11:14:37	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['FIN-B4', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-4-017	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.226		rtarf.mi.th\wannisa.kh		Oct 15th 2025 11:15:46	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['FIN-B4', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/1-old ous/find, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm, rtarf.local/sald-find group	No Upgrade					Disabled			On Prem			
FIN-0313-4-018	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.112.198				Oct 14th 2025 16:05:47	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['FIN-B4', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000/6320000000/computers	No Upgrade					Disabled			On Prem			
FIN-0313-4-019	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.155		rtarf.mi.th\verwat.in		Oct 15th 2025 11:18:22	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/1-old ous/find, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm, rtarf.local/sald-find group	No Upgrade					Disabled			On Prem			
FIN-0313-4-021	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.112.146				Oct 14th 2025 15:51:54	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/6000000000/6320000000/computers	No Upgrade					Disabled			On Prem			
FIN-0313-5-003	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.35		rtarf.mi.th\saruta.k		Oct 15th 2025 11:18:11	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000	No Upgrade					Disabled			On Prem			
FIN-0313-5-009	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.90		rtarf.mi.th\juerjan.c		Oct 15th 2025 11:14:21	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-5-010	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.91		rtarf.mi.th\chanipa.t		Oct 15th 2025 11:18:22	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['FIN-B4', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-5-024	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.150		rtarf.mi.th\nattarika.t		Oct 15th 2025 11:13:38	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/findecm, rtarf.local/1-old ous/j-1, rtarf.local/education young	No Upgrade					Disabled			On Prem			
FIN-0313-5-028	Workstation	Connected	Windows 11	8.9.0.14028	10.104.112.228		rtarf.mi.th\utchima.r		Oct 15th 2025 11:17:30	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['FIN-B4', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm, rtarf.local/oscsecyecm	No Upgrade					Disabled			On Prem			
FIN-0313-5-17	Workstation	Connected	Windows 11	8.9.0.14028	10.104.112.107		rtarf.mi.th\chanyaphat.s		Oct 15th 2025 11:18:26	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['FIN-B4', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-6-002	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.106		rtarf.mi.th\juraiwan.c		Oct 15th 2025 11:13:38	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-6-005	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.153		rtarf.mi.th\sajee.pi		Oct 15th 2025 11:14:53	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-6-007	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.112.162				Oct 14th 2025 14:45:51	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/6000000000/6320000000/computers	No Upgrade					Disabled			On Prem			
FIN-0313-6-008	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.163		rtarf.mi.th\arnit.b		Oct 15th 2025 11:15:42	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-6-009	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.112.165				Oct 14th 2025 15:04:12	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['FIN-B4', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000/6320000000/computers	No Upgrade					Disabled			On Prem			
FIN-0313-6-015	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.112.179		rtarf.mi.th\thitima.ch		Oct 14th 2025 10:56:35	1980-24216	Windows - RCC - Block Mode policy	Windows Default	{'server_tags': ['FIN-B4'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000	No Upgrade					Disabled			On Prem			
FIN-0313-6-016	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.183		rtarf.mi.th\chanin.s		Oct 15th 2025 11:16:59	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/afdcecm, rtarf.local/6000000000/6210000000, rtarf.local/6000000000/6210000000/users	No Upgrade					Disabled			On Prem			
FIN-0313-6-018	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.112.79				Oct 14th 2025 15:26:44	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/6000000000/6320000000/computers	No Upgrade					Disabled			On Prem			
FIN-0313-6-019	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.112.229				Oct 14th 2025 15:22:09	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['FIN-B4', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000/6320000000/computers	No Upgrade					Disabled			On Prem			
FIN-0313-6-020	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.112.190		rtarf.mi.th\namooy.ch		Oct 14th 2025 15:18:12	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/vpn.use.server.find, rtarf.local/findecm	No Upgrade					Disabled			On Prem			
FIN-0313-7-001	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.112.66				Oct 14th 2025 15:46:51	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/6000000000/6320000000/computers	No Upgrade					Disabled			On Prem			
FIN-0313-7-002	Workstation	Connected	Windows 10	8.9.0.14028	10.104.112.67		rtarf.mi.th\punika.h		Oct 15th 2025 11:16:43	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['FIN-B4', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/1-old ous/find, rtarf.local/6000000000/6320000000/computers, rtarf.local/6000000000/6320000000/users, rtarf.local/6000000000/6320000000, rtarf.local/findecm, rtarf.local/acctd-find group	No Upgrade					Disabled			On Prem			
